ID_UNI,Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones,Domicilio,Teléfono,Web,Mail
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico/a Universitario/a en Piano,Título Intermedio,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico Universitario en Música Popular,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico Universitario en Producción Musical,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Enfermero/a Universitario/a,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Fonoaudiología,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Kinesiología y Fisiatría,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Nutrición,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Médico,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista Administrativo Contable,Título Intermedio,5 Semestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista en Gestión Administrativa,Título Intermedio,2.5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista Universitario en Recursos Humanos,Título Intermedio,2.5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Finanzas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión del Liderazgo y Desarrollo Organizacional,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión de Negocios del Entretenimiento,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión de Negocios Digitales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Entidades Financieras,Grado,5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía Empresarial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Marketing,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Recursos Humanos,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Técnico en Organización Bancaria,Otros Pregrados,5 Semestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista Administrativo Contable,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista en Gestión Administrativa,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista Universitario en Recursos Humanos,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado/a en Gestión de Negocios Digitales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Economía Empresarial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Logística,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Marketing,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Recursos Humanos,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Técnico/a en Marketing Digital,Otros Pregrados,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Bioquímico/a,Grado,5.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Enfermero Universitario,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Farmacéutico/a,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Criminalística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Gestión de Servicios de Salud - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Hemoterapia e Inmunohematología - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado en Enfermería,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado en Kinesiología y Fisiatría,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado en Nutrición,Grado,4.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Médico,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Odontólogo,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Técnico/a Universitario/a en Laboratorio de Análisis Clínicos,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Técnico/a Universitario/a en Laboratorio de Anatomía Patológica,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Técnico/a Universitario/a en Prótesis Dental,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Asistente en Publicidad,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Cronista Redactor,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado/a en Educación Inclusiva y Efectiva - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,1 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado/a en Educación Inclusiva y Efectiva - Ciclo de Complementación Curricular - MD,Ciclo de Complementación Curricular,1 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Ciencias Políticas,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Comunicación Digital e Interactiva,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Comunicación Digital e Interactiva - Ciclo de Licenciatura,Ciclo de Licenciatura,1 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Comunicación Periodística,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Comunicación Publicitaria e Institucional,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Dirección y Supervisión Educativas Â Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Historia,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Relaciones Internacionales,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Profesor en Historia,Grado,4 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Profesor Superior en...(en el Campo de la Disciplina) - Ciclo de Profesorado,Ciclo de Profesorado,3 Semestres,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Profesor Universitario de Educación Inicial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Sociales,Profesor Universitario de Educación Primaria,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar
