ID_SISTEMA,Universidad,Facultad,Título,Tipo,Duración,Ingreso,Domicilio,Teléfono,Web,Mail,Tipo_Gestion,RIASEC_Codes,Disciplina_Principal,Provincia
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico/a Universitario/a en Piano,Título Intermedio,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Técnico/A Universitario/A En Piano,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico Universitario en Música Popular,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Técnico Universitario En Música Popular,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Artes y Ciencias Musicales,Técnico Universitario en Producción Musical,Título Intermedio,3 Años,Consulte con la Institución,Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Técnico Universitario En Producción Músical,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Enfermero/a Universitario/a,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Enfermero/A Universitario/A,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Fonoaudiología,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Fonoaudiología,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Kinesiología y Fisiatría,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Kinesiología Y Fisiatría,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Licenciado/a en Nutrición,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Nutrición,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias de la Salud del Rosario,Médico,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Medicina,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista Administrativo Contable,Título Intermedio,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Analista Administrativo Contable,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista en Gestión Administrativa,Título Intermedio,2.5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Analista En Gestión Administrativa,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista Universitario en Recursos Humanos,Título Intermedio,2.5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Analista Universitario En Recursos Humanos,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Contador Público,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Finanzas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Finanzas,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión del Liderazgo y Desarrollo Organizacional,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Gestión Del Liderazgo Y Desarrollo Organizacional,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión de Negocios del Entretenimiento,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Gestión De Negocios Del Entretenimiento,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado/a en Gestión de Negocios Digitales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Gestión De Negocios Digitales,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Administración De Empresas,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Entidades Financieras,Grado,5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Administración De Entidades Financieras,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Economía,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía Empresarial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Economía Empresarial,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Marketing,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Marketing,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Recursos Humanos,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Recursos Humanos,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Técnico en Organización Bancaria,Otros Pregrados,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Técnico En Organización Bancaria,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista Administrativo Contable,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Analista Administrativo Contable,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista en Gestión Administrativa,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Analista En Gestión Administrativa,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Analista Universitario en Recursos Humanos,Título Intermedio,2.5 Años,Consulte con la Institución,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Analista Universitario En Recursos Humanos,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Contador Público,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado/a en Gestión de Negocios Digitales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Gestión De Negocios Digitales,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Administración De Empresas,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Economía Empresarial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Economía Empresarial,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Logística,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Logística,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Marketing,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Marketing,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Recursos Humanos,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Recursos Humanos,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Técnico/a en Marketing Digital,Otros Pregrados,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé,(011) 08102200822,www.uca.edu.ar,ingreso_rosario@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Técnico/A En Marketing Digital,"Rosario, Santa Fé"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Bioquímico/a,Grado,5.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Bioquímico/A,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Enfermero Universitario,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Enfermero Universitario,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Farmacéutico/a,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIACSE|RIASEC|RIASCE|RIACSE|RISEAC|RISECA,Farmacéutico/A,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Criminalística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIACSE|RIASCE|RIACSE|RISEAC|RISECA,Criminalística,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Gestión de Servicios de Salud - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASCE|RIACSE|RIASEC|RIACSE|RISEAC|RISECA,Gestión De Servicios De Salud,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado/a en Hemoterapia e Inmunohematología - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIASCE|RIASCE|RISEAC|SIAERC,Hemoterapia E Inmunohematología,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
32,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Médicas,Licenciado en Enfermería,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires,(011) 08102200822,www.uca.edu.ar,ingreso@uca.edu.ar,Privada,RIASEC|RIASCE|RIASCE|RISEAC|SIAERC|SIACER,Enfermería,"Ciudad Autonoma de Buenos Aires, Ciudad Autonoma de Buenos Aires"
